idsbr,lat_new,long_new,status_label,petugas
2706378,-1.69272202797,103.270697824,ORIGINAL,-
2721497,-1.7135949,103.2533786,ORIGINAL,-
2790431,-1.71131,103.25739,ORIGINAL,-
2794444,-1.71768355,103.143295,ORIGINAL,-
2802432,-1.7105377201401,103.2628362,ORIGINAL,-
2817294,-1.7368118428557,103.13510396325,ORIGINAL,-
2876262,-1.7235881864463,103.14728682884,ORIGINAL,-
2906090,-1.7147376836111,103.20714354791,ORIGINAL,-
2967490,-1.720692252,103.1392495,ORIGINAL,-
2988644,-1.7127468821119,103.2613576222,ORIGINAL,-
2998413,-1.7140271948,103.26292519,ORIGINAL,-
3019829,-1.7734,102.973,ORIGINAL,-
3067118,-1.60769,102.862,ORIGINAL,-
3093570,-1.693279243,103.2700609,ORIGINAL,-
3106608,-1.7038597982,103.2623481,ORIGINAL,-
3172817,-1.6070857730892,103.3183038,ORIGINAL,-
3173166,-1.60732826309,103.271037061,ORIGINAL,-
3189018,-1.4463750543683,103.19266768475,ORIGINAL,-
3207657,-1.51117207336,102.83993698,ORIGINAL,-
3219780,-1.925707171797,103.12331376975,ORIGINAL,-
3359200,-1.7238508198162,103.14686819803,ORIGINAL,-
3382691,-1.7221921383501,103.14270543447,ORIGINAL,-
3389919,-1.7044240839237,103.08183872884,ORIGINAL,-
3399855,-1.5842133768443,103.09648330709,ORIGINAL,-
3440560,-1.701898927134,103.33905152139,ORIGINAL,-
3543025,-1.7386521,103.2783827,ORIGINAL,-
